This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:    37219
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:   112800

Total number of variables............................:     6611
                     variables with only lower bounds:     4207
                variables with lower and upper bounds:     2404
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4215
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 827r 2.4427063e+06 9.40e+03 5.77e+03  -5.4 3.67e+03  -2.8 8.33e-07 8.48e-04f  1
 828r 2.4427066e+06 9.40e+03 5.71e+03  -5.4 7.33e+02  -2.4 4.28e-03 7.15e-06f  1
 829r 2.4432859e+06 9.39e+03 5.69e+03  -5.4 6.63e+03  -2.9 3.90e-08 1.85e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 830r 2.4432859e+06 9.39e+03 5.62e+03  -5.4 8.74e+02  -2.4 5.85e-03 1.07e-07f  1
 831r 2.4434293e+06 9.39e+03 5.62e+03  -5.4 7.45e+03  -2.9 3.37e-07 4.14e-04f  1
 832r 2.4434295e+06 9.39e+03 5.61e+03  -5.4 1.01e+03  -2.5 8.84e-05 4.18e-06f  1
 833r 2.4436812e+06 9.38e+03 5.60e+03  -5.4 1.56e+04  -3.0 2.68e-07 3.35e-04f  1
 834r 2.4436812e+06 9.38e+03 5.60e+03  -5.4 1.22e+03  -2.5 4.88e-04 7.37e-08f  1
 835r 2.4437648e+06 9.38e+03 5.59e+03  -5.4 1.37e+04  -3.0 6.37e-07 1.27e-04f  1
 836r 2.4441814e+06 9.37e+03 5.54e+03  -5.4 1.44e+03  -2.6 7.71e-03 6.22e-03f  1
 837r 2.4441814e+06 9.37e+03 5.54e+03  -5.4 1.53e+04  -3.1 1.77e-07 1.51e-08f  1
 838r 2.4442774e+06 9.37e+03 5.54e+03  -5.4 1.56e+03  -2.6 7.71e-04 1.36e-03f  1
 839r 2.4442776e+06 9.37e+03 5.54e+03  -5.4 4.15e+02  -2.2 6.58e-06 1.03e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 840r 2.4443347e+06 9.37e+03 5.54e+03  -5.4 2.14e+03  -2.7 4.91e-04 5.69e-04f  1
 841r 2.4443539e+06 9.37e+03 5.52e+03  -5.4 4.83e+02  -2.3 2.22e-03 8.76e-04f  1
 842r 2.4451432e+06 9.35e+03 5.52e+03  -5.4 3.02e+03  -2.7 1.54e-07 5.43e-03f  1
 843r 2.4451432e+06 9.35e+03 5.44e+03  -5.4 5.70e+02  -2.3 5.46e-03 1.33e-07f  1
 844r 2.4452589e+06 9.35e+03 5.44e+03  -5.4 3.17e+03  -2.8 1.19e-06 7.71e-04f  1
 845r 2.4452590e+06 9.35e+03 5.41e+03  -5.4 6.39e+02  -2.4 2.96e-03 4.70e-06f  1
 846r 2.4454934e+06 9.35e+03 5.40e+03  -5.4 4.66e+03  -2.8 6.80e-08 1.02e-03f  1
 847r 2.4454934e+06 9.35e+03 5.32e+03  -5.4 7.70e+02  -2.4 6.66e-03 1.20e-07f  1
 848r 2.4456323e+06 9.35e+03 5.32e+03  -5.4 4.87e+03  -2.9 3.95e-07 5.88e-04f  1
 849r 2.4456324e+06 9.35e+03 5.27e+03  -5.4 8.88e+02  -2.5 3.62e-03 4.48e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 850r 2.4460577e+06 9.34e+03 5.26e+03  -5.4 6.59e+03  -3.0 7.10e-07 1.30e-03f  1
 851r 2.4460577e+06 9.34e+03 5.21e+03  -5.4 9.89e+02  -2.5 3.97e-03 9.74e-08f  1
 852r 2.4466746e+06 9.32e+03 5.19e+03  -5.4 1.03e+04  -3.0 3.08e-08 1.20e-03f  1
 853r 2.4471607e+06 9.31e+03 5.24e+03  -5.4 1.21e+03  -2.6 3.04e-04 8.41e-03f  1
 854r 2.4474567e+06 9.31e+03 5.22e+03  -5.4 2.13e+04  -3.1 4.27e-06 2.81e-04f  1
 855r 2.4474567e+06 9.31e+03 5.21e+03  -5.4 1.49e+03  -2.6 7.55e-04 5.07e-08f  1
 856r 2.4475797e+06 9.31e+03 5.21e+03  -5.4 1.98e+04  -3.1 2.84e-05 1.36e-04f  1
 857r 2.4475801e+06 9.31e+03 5.17e+03  -5.4 1.71e+03  -2.7 4.33e-03 4.05e-06f  1
 858r 2.4480180e+06 9.30e+03 5.33e+03  -5.4 4.47e+02  -2.3 1.78e-06 2.08e-02f  1
 859r 2.4480181e+06 9.30e+03 5.32e+03  -5.4 2.00e+03  -2.7 1.63e-03 1.46e-07f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 860r 2.4481634e+06 9.29e+03 5.31e+03  -5.4 9.52e+04  -3.2 3.22e-07 3.52e-05f  1
 861r 2.4481636e+06 9.29e+03 5.30e+03  -5.4 2.39e+03  -2.8 1.59e-03 1.90e-06f  1
 862r 2.4482896e+06 9.29e+03 5.33e+03  -5.4 6.12e+02  -2.4 8.66e-07 4.34e-03f  1
 863r 2.4482896e+06 9.29e+03 5.32e+03  -5.4 2.97e+03  -2.8 1.21e-03 6.11e-08f  1
 864r 2.4487305e+06 9.28e+03 5.41e+03  -5.4 7.16e+02  -2.4 6.01e-07 1.30e-02f  1
 865r 2.4489060e+06 9.28e+03 5.41e+03  -5.4 4.16e+03  -2.9 1.76e-03 8.49e-04f  1
 866r 2.4489060e+06 9.28e+03 5.41e+03  -5.4 7.80e+02  -2.5 2.86e-05 1.15e-07f  1
 867r 2.4490103e+06 9.28e+03 5.40e+03  -5.4 4.43e+03  -2.9 9.56e-05 4.89e-04f  1
 868r 2.4490105e+06 9.28e+03 5.37e+03  -5.4 8.95e+02  -2.5 2.56e-03 3.60e-06f  1
 869r 2.4496313e+06 9.26e+03 5.35e+03  -5.4 7.33e+03  -3.0 6.01e-08 1.69e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 870r 2.4497691e+06 9.26e+03 5.34e+03  -5.4 1.13e+03  -2.6 2.15e-03 2.54e-03f  1
 871r 2.4497691e+06 9.26e+03 5.34e+03  -5.4 7.22e+03  -3.0 1.82e-05 1.69e-08f  1
 872r 2.4499600e+06 9.26e+03 5.34e+03  -5.4 1.22e+03  -2.6 2.14e-03 3.32e-03f  1
 873r 2.4499600e+06 9.26e+03 5.34e+03  -5.4 7.49e+03  -3.1 3.60e-06 2.15e-08f  1
 874r 2.4500356e+06 9.25e+03 5.33e+03  -5.4 1.36e+03  -2.7 1.09e-03 1.22e-03f  1
 875r 2.4500361e+06 9.25e+03 5.33e+03  -5.4 1.46e+04  -3.1 7.87e-08 7.30e-07f  1
 876r 2.4501102e+06 9.25e+03 5.31e+03  -5.4 1.77e+03  -2.7 3.44e-03 8.68e-04f  1
 877r 2.4507036e+06 9.24e+03 5.28e+03  -5.4 2.38e+04  -3.2 9.12e-05 5.60e-04f  1
 878r 2.4507677e+06 9.24e+03 5.28e+03  -5.4 2.05e+03  -2.8 4.85e-04 6.48e-04f  1
 879r 2.4507677e+06 9.24e+03 5.28e+03  -5.4 1.72e+04  -3.2 2.63e-06 1.31e-08f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 880r 2.4508490e+06 9.24e+03 5.28e+03  -5.4 2.16e+03  -2.8 3.67e-04 8.10e-04f  1
 881r 2.4508491e+06 9.24e+03 5.28e+03  -5.4 6.07e+02  -2.4 1.89e-05 4.82e-06f  1
 882r 2.4508952e+06 9.24e+03 5.27e+03  -5.4 2.96e+03  -2.9 6.21e-04 3.24e-04f  1
 883r 2.4509450e+06 9.24e+03 5.28e+03  -5.4 7.66e+02  -2.4 1.46e-06 1.38e-03f  1
 884r 2.4515818e+06 9.22e+03 5.27e+03  -5.4 4.43e+03  -2.9 3.71e-04 2.91e-03f  1
 885r 2.4515818e+06 9.22e+03 5.26e+03  -5.4 8.53e+02  -2.5 7.54e-04 8.43e-08f  1
 886r 2.4517668e+06 9.22e+03 5.26e+03  -5.4 4.80e+03  -3.0 8.20e-06 7.92e-04f  1
 887r 2.4517872e+06 9.22e+03 5.22e+03  -5.4 9.87e+02  -2.5 3.63e-03 4.45e-04f  1
 888r 2.4519725e+06 9.22e+03 5.21e+03  -5.4 8.03e+03  -3.0 7.39e-08 4.66e-04f  1
 889r 2.4519725e+06 9.22e+03 5.21e+03  -5.4 1.13e+03  -2.6 2.78e-04 1.64e-08f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 890r 2.4520787e+06 9.21e+03 5.21e+03  -5.4 5.91e+03  -3.1 6.54e-05 4.26e-04f  1
 891r 2.4520789e+06 9.21e+03 5.14e+03  -5.4 1.05e+03  -2.6 6.54e-03 3.56e-06f  1
 892r 2.4524749e+06 9.21e+03 5.13e+03  -5.4 7.51e+03  -3.1 4.65e-04 1.25e-03f  1
 893r 2.4524749e+06 9.21e+03 5.13e+03  -5.4 1.14e+03  -2.7 8.89e-06 1.00e-07f  1
 894r 2.4525207e+06 9.20e+03 5.13e+03  -5.4 6.95e+03  -3.2 3.54e-04 1.68e-04f  1
 895r 2.4525207e+06 9.20e+03 5.13e+03  -5.4 6.51e+04  -3.7 1.00e-08 8.22e-10f  1
 896r 2.4525668e+06 9.20e+03 5.13e+03  -5.4 5.35e+03  -3.2 1.91e-04 1.83e-04f  1
 897r 2.4525677e+06 9.20e+03 5.13e+03  -5.4 6.87e+04  -3.7 1.81e-05 3.43e-07f  1
 898r 2.4525953e+06 9.20e+03 5.14e+03  -5.4 6.18e+03  -3.3 1.09e-03 9.50e-05f  1
 899r 2.4525957e+06 9.20e+03 5.14e+03  -5.4 6.17e+06  -3.8 8.70e-12 1.33e-09f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 900r 2.4531731e+06 9.19e+03 5.11e+03  -5.4 1.98e+04  -3.3 1.40e-04 7.82e-04f  1
 901r 2.4531731e+06 9.19e+03 5.11e+03  -5.4 2.22e+03  -2.9 6.11e-05 6.09e-08f  1
 902r 2.4533554e+06 9.19e+03 5.10e+03  -5.4 2.57e+04  -3.4 5.03e-08 1.89e-04f  1
 903r 2.4533607e+06 9.19e+03 5.10e+03  -5.4 2.77e+03  -3.0 1.61e-04 4.65e-05f  1
 904r 2.4534641e+06 9.18e+03 5.10e+03  -5.4 4.37e+04  -3.4 2.68e-06 6.41e-05f  1
 905r 2.4534643e+06 9.18e+03 5.09e+03  -5.4 3.34e+03  -3.0 7.74e-04 1.21e-06f  1
 906r 2.4539211e+06 9.17e+03 5.16e+03  -5.4 8.50e+02  -2.6 7.95e-07 1.19e-02f  1
 907r 2.4539211e+06 9.17e+03 5.16e+03  -5.4 4.24e+03  -3.1 8.36e-04 2.56e-08f  1
 908r 2.4542482e+06 9.17e+03 5.14e+03  -5.4 8.38e+04  -3.5 1.55e-05 1.05e-04f  1
 909r 2.4546498e+06 9.16e+03 5.14e+03  -5.4 4.43e+03  -3.1 1.41e-03 2.22e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 910r 2.4547590e+06 9.16e+03 5.15e+03  -5.4 1.10e+03  -2.7 6.23e-07 2.19e-03f  1
 911r 2.4547590e+06 9.16e+03 5.15e+03  -5.4 6.59e+03  -3.2 6.84e-04 1.10e-08f  1
 912r 2.4548301e+06 9.16e+03 5.15e+03  -5.4 1.29e+03  -2.7 1.91e-05 1.23e-03f  1
 913r 2.4548303e+06 9.16e+03 5.16e+03  -5.4 8.26e+03  -3.2 1.20e-03 6.18e-07f  1
 914r 2.4551970e+06 9.15e+03 5.18e+03  -5.4 1.60e+03  -2.8 1.36e-07 4.92e-03f  1
 915r 2.4551971e+06 9.15e+03 5.19e+03  -5.4 1.00e+04  -3.3 6.93e-04 3.84e-08f  1
 916r 2.4553653e+06 9.14e+03 5.19e+03  -5.4 1.78e+03  -2.8 4.29e-07 2.04e-03f  1
 917r 2.4553653e+06 9.14e+03 5.20e+03  -5.4 9.98e+03  -3.3 5.88e-04 1.68e-08f  1
 918r 2.4553817e+06 9.14e+03 5.20e+03  -5.4 1.85e+03  -2.9 5.03e-06 2.16e-04f  1
 919r 2.4553849e+06 9.14e+03 5.20e+03  -5.4 1.15e+04  -3.4 3.54e-04 7.30e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 920r 2.4554324e+06 9.14e+03 5.20e+03  -5.4 2.20e+03  -2.9 6.45e-06 5.03e-04f  1
 921r 2.4554332e+06 9.14e+03 5.20e+03  -5.4 2.99e+04  -3.4 1.11e-06 6.61e-07f  1
 922r 2.4559565e+06 9.13e+03 5.19e+03  -5.4 3.10e+03  -3.0 2.56e-03 3.86e-03f  1
 923r 2.4559565e+06 9.13e+03 5.19e+03  -5.4 2.01e+04  -3.5 3.38e-07 9.45e-09f  1
 924r 2.4560257e+06 9.13e+03 5.18e+03  -5.4 2.94e+03  -3.0 1.25e-03 5.70e-04f  1
 925r 2.4560263e+06 9.13e+03 5.19e+03  -5.4 1.80e+04  -3.5 2.03e-04 8.32e-07f  1
 926r 2.4560358e+06 9.13e+03 5.19e+03  -5.4 4.24e+03  -3.1 4.18e-08 5.25e-05f  1
 927r 2.4560358e+06 9.13e+03 5.19e+03  -5.4 1.42e+05    -  1.86e-05 9.73e-09f  1
 928r 2.4565072e+06 9.12e+03 5.16e+03  -5.4 1.66e+05    -  4.83e-07 9.31e-05f  1
 929r 2.4565072e+06 9.12e+03 5.17e+03  -5.4 2.61e+04    -  2.04e-04 5.66e-09f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 930r 2.4565720e+06 9.12e+03 5.16e+03  -5.4 1.88e+04    -  2.85e-07 1.19e-04f  1
 931r 2.4565721e+06 9.12e+03 5.18e+03  -5.4 1.68e+04    -  6.08e-04 2.94e-07f  1
 932r 2.4569351e+06 9.11e+03 5.15e+03  -5.4 4.33e+04    -  4.36e-09 2.75e-04f  1
 933r 2.4569351e+06 9.11e+03 5.17e+03  -5.4 2.97e+04    -  3.69e-04 9.93e-09f  1
 934r 2.4571095e+06 9.11e+03 5.16e+03  -5.4 7.43e+04    -  3.61e-09 7.60e-05f  1
 935r 2.4571095e+06 9.11e+03 5.17e+03  -5.4 1.84e+04    -  4.85e-04 1.29e-08f  1
 936r 2.4571740e+06 9.11e+03 5.17e+03  -5.4 1.85e+04    -  1.30e-07 1.19e-04f  1
 937r 2.4571741e+06 9.11e+03 5.17e+03  -5.4 1.65e+04    -  1.96e-04 2.85e-07f  1
 938r 2.4576605e+06 9.09e+03 5.14e+03  -5.4 6.79e+04    -  2.74e-09 2.30e-04f  1
 939r 2.4576605e+06 9.09e+03 5.14e+03  -5.4 2.22e+04    -  2.86e-05 5.61e-09f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 940r 2.4581669e+06 9.08e+03 5.11e+03  -5.4 1.51e+04    -  8.05e-08 1.12e-03f  1
 941r 2.4581687e+06 9.08e+03 5.13e+03  -5.4 1.28e+04    -  1.06e-03 4.69e-06f  1
 942r 2.4584154e+06 9.08e+03 5.11e+03  -5.4 2.71e+04    -  7.95e-09 2.89e-04f  1
 943r 2.4584154e+06 9.08e+03 5.13e+03  -5.4 2.34e+04    -  3.92e-04 8.12e-09f  1
 944r 2.4584884e+06 9.08e+03 5.12e+03  -5.4 2.35e+04    -  1.87e-07 1.01e-04f  1
 945r 2.4584885e+06 9.08e+03 5.15e+03  -5.4 2.10e+04    -  5.97e-04 2.38e-07f  1
 946r 2.4586467e+06 9.07e+03 5.13e+03  -5.4 3.64e+04    -  4.70e-09 1.37e-04f  1
 947r 2.4586468e+06 9.07e+03 5.14e+03  -5.4 1.33e+04    -  2.50e-04 4.04e-08f  1
 948r 2.4591017e+06 9.06e+03 5.10e+03  -5.4 4.21e+04    -  4.38e-09 3.36e-04f  1
 949r 2.4591017e+06 9.06e+03 5.12e+03  -5.4 1.73e+04    -  6.28e-04 6.48e-09f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 950r 2.4591590e+06 9.06e+03 5.12e+03  -5.4 1.25e+04    -  1.88e-07 1.50e-04f  1
 951r 2.4591591e+06 9.06e+03 5.13e+03  -5.4 1.14e+04    -  5.80e-04 3.44e-07f  1
 952r 2.4596794e+06 9.05e+03 5.09e+03  -5.4 2.49e+04    -  4.90e-09 6.48e-04f  1
 953r 2.4596794e+06 9.05e+03 5.10e+03  -5.4 1.47e+04    -  2.14e-04 7.20e-09f  1
 954r 2.4598166e+06 9.05e+03 5.09e+03  -5.4 1.01e+04    -  4.23e-04 4.36e-04f  1
 955r 2.4600920e+06 9.04e+03 5.09e+03  -5.4 9.74e+03    -  7.12e-04 9.07e-04f  1
 956r 2.4600920e+06 9.04e+03 5.09e+03  -5.4 1.49e+04    -  1.35e-08 1.62e-08f  1
 957r 2.4604410e+06 9.03e+03 5.06e+03  -5.4 1.65e+04    -  5.36e-05 6.60e-04f  1
 958r 2.4604410e+06 9.03e+03 5.06e+03  -5.4 9.94e+03    -  5.93e-06 1.01e-08f  1
 959r 2.4604670e+06 9.03e+03 5.06e+03  -5.4 7.46e+03    -  4.62e-04 1.21e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 960r 2.4604866e+06 9.03e+03 5.06e+03  -5.4 7.41e+03    -  1.31e-04 8.33e-05f  1
 961r 2.4604876e+06 9.03e+03 5.07e+03  -5.4 6.93e+03    -  5.82e-04 5.05e-06f  1
 962r 2.4605347e+06 9.03e+03 5.06e+03  -5.4 7.39e+03    -  1.66e-07 2.13e-04f  1
 963r 2.4605348e+06 9.03e+03 5.07e+03  -5.4 6.86e+03    -  4.82e-04 4.72e-07f  1
 964r 2.4609103e+06 9.02e+03 5.04e+03  -5.4 1.33e+04    -  1.00e-08 8.80e-04f  1
 965r 2.4609103e+06 9.02e+03 5.04e+03  -5.4 8.63e+03    -  1.47e-04 1.04e-08f  1
 966r 2.4609923e+06 9.02e+03 5.04e+03  -5.4 8.84e+03    -  2.86e-07 2.93e-04f  1
 967r 2.4610235e+06 9.02e+03 5.05e+03  -5.4 8.64e+03    -  1.31e-03 1.14e-04f  1
 968r 2.4614724e+06 9.01e+03 5.02e+03  -5.4 2.83e+04    -  4.37e-09 4.35e-04f  1
 969r 2.4614747e+06 9.01e+03 5.02e+03  -5.4 9.46e+03  -3.6 5.05e-05 5.77e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 970r 2.4619386e+06 9.00e+03 5.02e+03  -5.4 4.11e+03  -3.1 4.48e-07 2.40e-03f  1
 971r 2.4619386e+06 9.00e+03 5.02e+03  -5.4 1.42e+04  -3.6 3.24e-04 7.09e-09f  1
 972r 2.4620143e+06 9.00e+03 5.02e+03  -5.4 3.86e+04  -4.1 3.38e-07 4.91e-05f  1
 973  2.4620143e+06 9.00e+03 1.69e+01  -1.0 3.43e+04    -  1.56e-10 1.50e-10f  1
 974r 2.4620143e+06 9.00e+03 9.99e+02   4.0 0.00e+00    -  0.00e+00 1.69e-12R  2
 975r 2.4585680e+06 8.99e+03 9.99e+02   4.0 1.76e+09    -  1.27e-10 2.38e-08f  1
 976r 2.4586262e+06 8.99e+03 9.99e+02   1.9 2.28e+05    -  4.91e-04 2.61e-06f  1
 977r 2.4594183e+06 8.99e+03 9.99e+02   1.9 3.41e+04    -  4.89e-04 1.77e-04f  1
 978r 2.4649243e+06 8.94e+03 9.98e+02   1.9 3.98e+04    -  1.42e-03 1.26e-03f  1
 979r 2.4745039e+06 8.85e+03 9.95e+02   1.9 3.55e+04    -  8.54e-03 2.55e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 980r 2.4848646e+06 8.68e+03 9.91e+02   1.9 4.49e+04    -  3.84e-03 3.75e-03f  1
 981r 2.4909548e+06 8.64e+03 9.82e+02   1.9 3.92e+03  -2.0 1.39e-02 1.02e-02f  1
 982r 2.5005521e+06 8.45e+03 9.77e+02   1.9 4.11e+04    -  3.22e-03 4.79e-03f  1
 983r 2.5060628e+06 8.40e+03 9.70e+02   1.9 6.37e+03  -2.5 1.73e-02 6.74e-03f  1
 984r 2.5151798e+06 8.20e+03 9.66e+02   1.9 4.32e+04    -  6.39e-03 4.81e-03f  1
 985r 2.5226588e+06 8.13e+03 7.31e+03   1.9 3.45e+03  -2.1 1.28e-01 1.78e-02f  1
 986r 2.5351700e+06 7.84e+03 7.18e+03   1.9 3.84e+04    -  2.86e-03 7.65e-03f  1
 987  2.5260587e+06 7.84e+03 1.52e+01  -1.0 4.32e+04    -  1.62e-04 3.34e-04f  1
 988  2.5206166e+06 7.84e+03 1.69e+01  -1.0 2.84e+04    -  3.83e-04 2.89e-04f  1
 989  2.5197630e+06 7.84e+03 3.47e+01  -1.0 1.87e+04    -  7.44e-04 6.38e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 990  2.5159975e+06 7.83e+03 3.14e+01  -1.0 1.43e+04    -  2.34e-04 3.50e-04f  1
 991  2.5151062e+06 7.83e+03 6.18e+01  -1.0 1.29e+04    -  1.11e-03 9.65e-05f  1
 992  2.5030586e+06 7.82e+03 4.59e+01  -1.0 1.27e+04    -  1.12e-03 1.62e-03f  1
 993  2.5025723e+06 7.82e+03 2.29e+02  -1.0 1.19e+04    -  5.25e-03 1.21e-04f  1
 994  2.4943027e+06 7.80e+03 3.44e+02  -1.0 1.17e+04    -  5.97e-03 2.87e-03f  1
 995  2.4900733e+06 7.78e+03 6.74e+02  -1.0 1.14e+04    -  1.10e-02 2.50e-03f  1
 996  2.4859359e+06 7.75e+03 1.16e+03  -1.0 1.10e+04    -  1.63e-02 3.99e-03f  1
 997  2.4823175e+06 7.70e+03 2.16e+03  -1.0 1.07e+04    -  3.09e-02 5.90e-03f  1
 998  2.4790352e+06 7.62e+03 2.90e+03  -1.0 1.04e+04    -  2.93e-02 9.95e-03f  1
 999  2.4767199e+06 7.53e+03 4.24e+03  -1.0 1.00e+04    -  4.82e-02 1.26e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1000  2.4761888e+06 7.49e+03 6.39e+03  -1.0 9.81e+03    -  6.40e-02 5.31e-03f  1
1001  2.4757148e+06 7.43e+03 6.15e+03  -1.0 9.38e+03    -  1.80e-03 7.37e-03f  1
1002  2.4742058e+06 7.26e+03 5.68e+03  -1.0 9.19e+03    -  1.38e-02 2.32e-02f  1
1003  2.4741751e+06 7.26e+03 5.69e+03  -1.0 8.75e+03    -  7.16e-04 5.67e-04f  1
1004  2.4728806e+06 7.08e+03 5.42e+03  -1.0 8.55e+03    -  2.10e-02 2.47e-02f  1
1005  2.4726381e+06 7.04e+03 5.76e+03  -1.0 8.49e+03    -  1.65e-02 5.60e-03f  1
1006  2.4726034e+06 7.03e+03 6.40e+03  -1.0 8.01e+03    -  2.05e-02 9.41e-04f  1
1007  2.4716642e+06 6.83e+03 5.98e+03  -1.0 7.94e+03    -  2.20e-02 2.91e-02f  1
1008  2.4710920e+06 6.72e+03 5.76e+03  -1.0 7.95e+03    -  1.21e-02 1.59e-02f  1
1009  2.4706653e+06 6.65e+03 6.10e+03  -1.0 7.95e+03    -  2.33e-02 1.06e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1010  2.4706224e+06 6.64e+03 6.95e+03  -1.0 7.45e+03    -  2.88e-02 1.08e-03f  1
1011  2.4698734e+06 6.51e+03 6.39e+03  -1.0 7.59e+03    -  6.21e-03 2.01e-02f  1
1012  2.4695938e+06 6.47e+03 7.12e+03  -1.0 7.94e+03    -  3.13e-02 5.48e-03f  1
1013  2.4689788e+06 6.39e+03 7.61e+03  -1.0 8.02e+03    -  3.28e-02 1.28e-02f  1
1014  2.4683970e+06 6.31e+03 7.30e+03  -1.0 8.20e+03    -  3.45e-03 1.14e-02f  1
1015  2.4681230e+06 6.28e+03 7.45e+03  -1.0 8.30e+03    -  1.15e-02 4.87e-03f  1
1016  2.4677088e+06 6.23e+03 8.21e+03  -1.0 8.19e+03    -  3.81e-02 7.97e-03f  1
1017  2.4671903e+06 6.16e+03 8.27e+03  -1.0 7.98e+03    -  1.72e-02 1.16e-02f  1
1018  2.4667128e+06 6.10e+03 8.07e+03  -1.0 7.89e+03    -  6.11e-03 1.05e-02f  1
1019  2.4663013e+06 6.04e+03 8.04e+03  -1.0 7.85e+03    -  1.01e-02 8.66e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1020  2.4661006e+06 6.02e+03 8.61e+03  -1.0 7.80e+03    -  2.81e-02 4.34e-03f  1
1021  2.4654583e+06 5.93e+03 8.39e+03  -1.0 7.77e+03    -  1.14e-02 1.48e-02f  1
1022  2.4651317e+06 5.89e+03 8.54e+03  -1.0 7.96e+03    -  1.50e-02 6.84e-03f  1
1023  2.4645716e+06 5.82e+03 8.30e+03  -1.0 7.69e+03    -  6.57e-03 1.21e-02f  1
1024  2.4642590e+06 5.78e+03 8.35e+03  -1.0 7.62e+03    -  1.06e-02 6.42e-03f  1
1025  2.4639339e+06 5.74e+03 8.19e+03  -1.0 8.11e+03    -  1.47e-03 6.14e-03f  1
1026  2.4636373e+06 5.71e+03 8.68e+03  -1.0 7.70e+03    -  2.88e-02 6.05e-03f  1
1027  2.4631155e+06 5.65e+03 8.34e+03  -1.0 7.73e+03    -  6.45e-04 1.11e-02f  1
1028  2.4627761e+06 5.61e+03 8.63e+03  -1.0 7.94e+03    -  2.17e-02 6.57e-03f  1
1029  2.4623411e+06 5.56e+03 8.37e+03  -1.0 7.70e+03    -  5.61e-04 8.97e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1030  2.4625975e+06 5.52e+03 8.29e+03  -1.0 5.56e+03  -4.0 5.61e-03 6.63e-03h  1
1031  2.4625361e+06 5.52e+03 8.26e+03  -1.0 8.95e+03    -  1.54e-05 9.65e-04f  1
1032  2.4625993e+06 5.49e+03 8.21e+03  -1.0 6.84e+03  -4.5 3.73e-03 4.46e-03h  1
1033  2.4625980e+06 5.49e+03 8.21e+03  -1.0 7.20e+04    -  6.99e-07 4.69e-06f  1
1034  2.4626069e+06 5.49e+03 8.40e+03  -1.0 5.91e+03  -4.1 8.88e-03 2.40e-04h  1
1035  2.4623945e+06 5.47e+03 8.29e+03  -1.0 7.71e+03    -  6.71e-04 4.11e-03f  1
1036  2.4624106e+06 5.47e+03 8.64e+03  -1.0 5.47e+03  -3.6 1.60e-02 2.94e-04h  1
1037  2.4623536e+06 5.46e+03 8.65e+03  -1.0 7.92e+03    -  2.00e-03 1.05e-03f  1
1038  2.4622815e+06 5.45e+03 8.62e+03  -1.0 9.76e+03    -  4.98e-06 9.89e-04f  1
1039  2.4623561e+06 5.45e+03 8.57e+03  -1.0 5.45e+03  -4.1 3.06e-04 1.73e-03h  1
